,date,High,Low,Open,Close,Volume,Adj Close,symbol,quoteType,shortName,longName,Company Address,Company Phonenumber,CEO Name,CEO phone number,CEO email
227,2021-09-17,148.8200073,145.7599945,148.8200073,146.0599976,129868800,145.8471375,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
228,2021-09-20,144.8399963,141.2700043,143.8000031,142.9400024,123478900,142.7316895,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
229,2021-09-21,144.6000061,142.7799988,143.9299927,143.4299927,75834000,143.2209625,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
230,2021-09-22,146.4299927,143.6999969,144.4499969,145.8500061,76404300,145.6374512,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
231,2021-09-23,147.0800018,145.6399994,146.6499939,146.8300018,64838200,146.6160278,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
232,2021-09-24,147.4700012,145.5599976,145.6600037,146.9199982,53477900,146.7058868,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
233,2021-09-27,145.9600067,143.8200073,145.4700012,145.3699951,74150700,145.1581421,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
234,2021-09-28,144.75,141.6900024,143.25,141.9100037,108972300,141.703186,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
235,2021-09-29,144.4499969,142.0299988,142.4700012,142.8300018,74602000,142.6218567,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
236,2021-09-30,144.3800049,141.2799988,143.6600037,141.5,88934200,141.2937927,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
237,2021-10-01,142.9199982,139.1100006,141.8999939,142.6499939,94639600,142.4421082,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
238,2021-10-04,142.2100067,138.2700043,141.7599945,139.1399994,98322000,138.9372253,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
239,2021-10-05,142.2400055,139.3600006,139.4900055,141.1100006,80861100,140.9043579,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
240,2021-10-06,142.1499939,138.3699951,139.4700012,142,83221100,141.7930603,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
241,2021-10-07,144.2200012,142.7200012,143.0599976,143.2899933,61732700,143.0811768,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
242,2021-10-08,144.1799927,142.5599976,144.0299988,142.8999939,58718700,142.6917419,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
243,2021-10-11,144.8099976,141.8099976,142.2700043,142.8099976,64452200,142.6018829,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
244,2021-10-12,143.25,141.0399933,143.2299957,141.5099945,73035900,141.303772,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
245,2021-10-13,141.3999939,139.1999969,141.2400055,140.9100037,78762700,140.7046509,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
246,2021-10-14,143.8800049,141.5099945,142.1100006,143.7599945,69907100,143.5504913,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
247,2021-10-15,144.8999939,143.5099945,143.7700043,144.8399963,67885200,144.6289215,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
0,2020-10-22,317.1600037,312.9899902,315.0599976,316.5700073,2362400,312.0873413,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
1,2020-10-23,317.8399963,315.2399902,317.8399963,317.6499939,1429300,313.1520081,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
2,2020-10-26,315.0799866,308.3599854,314.3099976,311.7999878,3335800,307.3848572,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
3,2020-10-27,312.4700012,310.5599976,312.1799927,310.769989,2196100,306.3694458,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
4,2020-10-28,305.7399902,299.6199951,305.1300049,300.0700073,5650500,295.8209839,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
5,2020-10-29,306.25,298.6900024,300.3200073,303.230011,5365200,298.9362488,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
6,2020-10-30,302.8599854,296.3699951,301.5599976,299.8200073,5892100,295.5745239,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
7,2020-11-02,305.3099976,300.6300049,303.3699951,303.3099976,4080400,299.0150757,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
8,2020-11-03,310.7399902,306.0899963,306.5700073,308.6600037,3378300,304.2893372,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
9,2020-11-04,319.6499939,312,313.1900024,315.6099854,5750200,311.1409302,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
10,2020-11-05,323.5499878,320.519989,320.9400024,321.7900085,3950300,317.2333984,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
11,2020-11-06,322.9200134,319.4299927,321.4400024,321.75,3640600,317.1940002,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
12,2020-11-09,335.2000122,325.2799988,334.3599854,325.7600098,8097300,321.1472168,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
13,2020-11-10,326.2999878,322.0599976,324.769989,325.3399963,4120800,320.7331238,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
14,2020-11-11,328.5,326.1700134,327.4200134,327.6300049,2773500,322.9907227,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
15,2020-11-12,327.4400024,322.730011,326.7399902,324.6000061,2532700,320.0036316,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
16,2020-11-13,329.730011,325.8900146,326.4500122,329.0100098,1996100,324.3511963,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
17,2020-11-16,333.1199951,330.4100037,331.6499939,333,3018800,328.2846985,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
18,2020-11-17,332.5,329.25,330.730011,331.3399963,3052100,326.6481934,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
19,2020-11-18,332.1400146,327.2900085,331.6300049,327.3200073,2647800,322.6851501,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
20,2020-11-19,329.0899963,325.4100037,326.7600098,328.6900024,2962200,324.0357361,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
21,2020-11-20,328.6600037,326.3999939,328.4100037,326.4899902,3516800,321.8668518,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
22,2020-11-23,329.6000061,326.0599976,328.2799988,328.4200134,2222600,323.7695618,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
23,2020-11-24,334.25,330.1000061,331.019989,333.7399902,2659700,329.0141907,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
24,2020-11-25,333.6700134,332.1499939,333.6700134,333.1900024,2256900,328.4719849,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
25,2020-11-27,334.6099854,333.1799927,334.2900085,334.1400146,984700,329.4085693,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
26,2020-11-30,333.6300049,330.0400085,333.3999939,332.6400146,4175700,327.9297791,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
27,2020-12-01,337.7999878,335.3200073,335.9200134,336.2999878,3224200,331.5379639,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
28,2020-12-02,337.1099854,334.6499939,335.2200012,337.0100098,2270300,332.237915,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
29,2020-12-03,338.2999878,335.8800049,336.9100037,336.9100037,2851100,332.1393127,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
30,2020-12-04,339.8399963,337.4500122,337.5,339.8099976,2907000,334.9982605,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
31,2020-12-07,339.6300049,337.9100037,339.0700073,339.1799927,1943100,334.3771362,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
32,2020-12-08,340.7000122,337.8500061,337.8900146,340.1600037,1948200,335.3432922,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
33,2020-12-09,340.9299927,336.2600098,340.7900085,337.1400146,2545800,332.3661194,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
34,2020-12-10,338,334.8399963,335.7399902,336.980011,2738600,332.2083435,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
35,2020-12-11,336.7999878,333.769989,335.3099976,336.5499878,2387900,331.7844238,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
36,2020-12-14,339.7900085,334.8900146,338.7600098,335.0100098,2654600,330.2662354,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
37,2020-12-15,339.6400146,336.2399902,337.6400146,339.6400146,2757400,334.8306885,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
38,2020-12-16,341.0400085,338.9599915,339.8299866,340.1600037,2943200,335.3432922,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
39,2020-12-17,342.25,340.9599915,341.769989,342.0100098,2627000,337.1671143,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
40,2020-12-18,342.5,338.7000122,342.3900146,340.6400146,6025700,335.8164978,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
41,2020-12-21,340.3800049,334.1099854,336.8299866,339.5899963,3918100,334.7813416,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
42,2020-12-22,338.5499878,336.4700012,338.4700012,337.5400085,2371900,334.1211243,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
43,2020-12-23,339.75,337.6900024,338.5400085,337.8099976,3682200,334.3883972,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
44,2020-12-24,339.1799927,337.769989,338.3699951,339.1600037,1447500,335.7247009,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
45,2020-12-28,342.4599915,341.0899963,341.7399902,342.1099854,2798800,338.6448059,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
46,2020-12-29,343.769989,340.8699951,343.6300049,341.3900146,2555500,337.9321289,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
47,2020-12-30,342.9100037,341.5700073,342.2799988,341.8500061,2009100,338.3874817,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
48,2020-12-31,344.3699951,341.230011,341.8200073,343.6900024,3507000,340.2088013,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
49,2021-01-04,345.0899963,335.3699951,345.019989,339.0299988,5402600,335.5960083,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
50,2021-01-05,342.3900146,338.3900146,338.3999939,341.2600098,3299700,337.8034668,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
51,2021-01-06,346.5,339.2999878,339.7900085,343.3299866,4805000,339.852478,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
52,2021-01-07,349.2000122,345.5400085,345.7399902,348.4599915,3638900,344.9305115,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
53,2021-01-08,350.6199951,346.6400146,349.8800049,350.4200134,3758500,346.8706665,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
54,2021-01-11,349.8200073,347.2000122,347.3599854,348.1300049,2975000,344.6038818,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
55,2021-01-12,349.1499939,345.9700012,348.2999878,348.1600037,2298400,344.6335449,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
56,2021-01-13,350.0599976,347.3200073,348.1099854,349.0299988,3039900,345.494751,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
57,2021-01-14,350.3200073,347.5499878,349.8500061,347.8500061,3497400,344.3267212,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
58,2021-01-15,347.0599976,343.5299988,346.269989,345.3699951,3622100,341.8717957,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
59,2021-01-19,348.5899963,346.3599854,347.7999878,348.1000061,3433800,344.5741577,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
60,2021-01-20,353.7099915,349.9700012,350.3200073,352.8299866,2920600,349.2562256,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
61,2021-01-21,353.8399963,352.2999878,353.4599915,353.1600037,2580800,349.5829163,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
62,2021-01-22,353.0400085,350.9899902,351.3800049,351.8999939,1812200,348.3356628,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
63,2021-01-25,353.6799927,347.9700012,352.7099915,353.3299866,3549000,349.7511902,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
64,2021-01-26,354.6499939,352.6000061,354.230011,352.7999878,2430200,349.226532,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
65,2021-01-27,349.5599976,341.9899902,349.5400085,344.2399902,5010400,340.7532349,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
66,2021-01-28,351.0700073,345.5799866,345.9700012,347.1300049,3432200,343.6140137,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
67,2021-01-29,346.2200012,338.5700073,345.3099976,340.1799927,5803600,336.734375,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
68,2021-02-01,346.8500061,341.3999939,343.6300049,345.769989,3334000,342.2677307,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
69,2021-02-02,352.3399963,349,349.0499878,350.7399902,2955200,347.1874084,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
70,2021-02-03,352.7999878,349.8800049,351.7000122,351.0899963,3392800,347.5338745,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
71,2021-02-04,355.0400085,351.9200134,352.1199951,355.019989,1988300,351.4240417,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
72,2021-02-05,357.1300049,355.3200073,356.8999939,356.4400024,2091800,352.8297119,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
73,2021-02-08,359.0700073,357.0599976,357.9200134,359.0700073,3371100,355.4330444,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
74,2021-02-09,359.3299866,357.769989,358.2200012,358.7799988,1891200,355.1459656,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
75,2021-02-10,360.6099854,356.2999878,360.5299988,358.6400146,2400000,355.0074158,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
76,2021-02-11,360.1000061,356.8399963,359.7099915,359.2200012,2237200,355.581543,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
77,2021-02-12,361.1900024,358.3599854,358.4500122,361.0499878,2144500,357.3930054,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
78,2021-02-16,362.3699951,359.980011,362.1499939,360.7099915,4408500,357.056427,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
79,2021-02-17,360.9700012,357.9200134,359.0299988,360.7900085,3211800,357.1356201,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
80,2021-02-18,359.9299927,356.4899902,358.2399902,359.25,3010500,355.6112366,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
81,2021-02-19,360.7099915,358.1400146,360.4700012,358.5899963,2487100,354.9578857,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
82,2021-02-22,358.1900024,355.5599976,355.8399963,355.769989,3291000,352.1664734,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
83,2021-02-23,357.5599976,349.5299988,353.6900024,356.2200012,5251100,352.611908,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
84,2021-02-24,360.5799866,354.2000122,355.1499939,360.1600037,3301200,356.5120239,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
85,2021-02-25,360.269989,350.0799866,359.0299988,351.519989,7049200,347.9595337,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
86,2021-02-26,354.4700012,347.7099915,353.4700012,349.5899963,7579500,346.0490723,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
87,2021-03-01,359.3900146,354.5,354.5499878,358.1199951,3721100,354.4926758,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
88,2021-03-02,358.6300049,355.1600037,358.3800049,355.3500061,5462600,351.7507324,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
89,2021-03-03,355.6400146,350.5599976,354.7000122,350.6600037,6317600,347.1082458,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
90,2021-03-04,353.019989,341.9200134,350.4899902,346.3399963,6604500,342.8319702,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
91,2021-03-05,353.730011,342.5899963,349.769989,352.6900024,8721300,349.1176758,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
92,2021-03-08,356.3999939,350.6600037,353.6300049,350.9599915,5663500,347.4052124,VOO,ETF,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,"Vanguard, California",34534534534,Mortimer J. Buckley,6635345346,mortimer@vanguard.com
